Year,Country / territory of asylum/residence,Latitude,Longitude,Origin,RSD procedure type / level,Total persons pending start-year,of which UNHCR-assisted,Applied during year,statistics.filter.decisions_recognized,statistics.filter.decisions_other,Rejected,Otherwise closed,Total decisions,Total persons pending end-year,of which UNHCR-assisted
2008,South Africa,-30.55948,22.93751,Eritrea,G / BL,714,140,0,0,0,0,0,,714,140
2008,Spain,40.46367,-3.74922,Eritrea,G / FI,0,0,43,1,0,14,14,29,0,0
2009,Spain,40.46367,-3.74922,Eritrea,G / FI,14,0,33,2,0,33,0,35,0,0
2006,Spain,40.46367,-3.74922,Eritrea,G / FI,0,0,29,0,0,2,1,3,0,0
2007,Spain,40.46367,-3.74922,Eritrea,G / FA,0,0,26,9,0,19,0,28,0,0
2012,Spain,40.46367,-3.74922,Eritrea,G / FI,25,0,20,10,5,5,0,20,25,0
2011,Spain,40.46367,-3.74922,Eritrea,G / FI,29,0,12,0,5,6,0,11,0,0
2001,Spain,40.46367,-3.74922,Eritrea,G / FI,0,0,11,0,1,1,5,7,0,0
2010,Spain,40.46367,-3.74922,Eritrea,G / FI,0,0,8,0,0,11,0,11,24,0
2014,Spain,40.46367,-3.74922,Eritrea,G / FI,5,0,8,*,5,0,0,7,*,0
2013,Spain,40.46367,-3.74922,Eritrea,G / FI,25,0,7,6,2,12,0,20,5,0
2002,Spain,40.46367,-3.74922,Eritrea,G / FI,0,0,5,2,0,0,2,4,0,0
2005,Spain,40.46367,-3.74922,Eritrea,G / FA,0,0,5,1,0,2,1,4,0,0
2000,Spain,40.46367,-3.74922,Eritrea,G / FI,0,0,4,0,0,0,0,,0,0
2003,Spain,40.46367,-3.74922,Eritrea,G / FI,0,0,3,0,0,8,2,10,0,0
2004,Spain,40.46367,-3.74922,Eritrea,G / FI,0,0,0,0,0,3,0,3,0,0
2014,Sri Lanka,7.87305,80.7718,Eritrea,U / FI,0,0,0,*,0,0,0,*,0,0
2012,Sri Lanka,7.87305,80.7718,Eritrea,U / FA,0,0,1,0,0,0,0,,1,0
2013,Sri Lanka,7.87305,80.7718,Eritrea,U / FI,1,0,0,0,0,0,1,1,0,0
2008,Sudan,12.86281,30.21764,Eritrea,G / FI,3850,1338,32740,3571,6110,54,24493,34228,2362,0
2002,Sudan,12.86281,30.21764,Eritrea,U / FI,0,0,26851,2106,0,1303,0,3409,23442,0
2007,Sudan,12.86281,30.21764,Eritrea,G / FI,401,204,14107,9558,0,10,1932,11500,3008,1181
2012,Sudan,12.86281,30.21764,Eritrea,G / FI,2394,7,13633,13449,0,47,127,13623,2404,42
2010,Sudan,12.86281,30.21764,Eritrea,G / FA,2371,6,11541,10798,0,243,497,11538,2374,7
2009,Sudan,12.86281,30.21764,Eritrea,G / FA,2362,0,10134,10103,0,23,0,10126,2370,5
2011,Sudan,12.86281,30.21764,Eritrea,G / FA,2369,7,8850,8653,0,142,30,8825,2394,32
2006,Sudan,12.86281,30.21764,Eritrea,G / FA,441,1,8569,8568,0,16,25,8609,401,204
2013,Sudan,12.86281,30.21764,Eritrea,G / FI,2404,42,7048,6709,0,440,15,7164,2288,416
2004,Sudan,12.86281,30.21764,Eritrea,G / FA,2,0,6706,6430,0,266,0,6696,12,0
2005,Sudan,12.86281,30.21764,Eritrea,G / FA,12,12,6269,5942,0,69,194,6205,76,1
2014,Sudan,12.86281,30.21764,Eritrea,G / FI,57,57,3773,3231,0,14,266,3511,319,0
2003,Sudan,12.86281,30.21764,Eritrea,G / FI,0,0,986,488,0,742,0,1230,1,0
2014,Sudan,12.86281,30.21764,Eritrea,U / FI,197,197,154,149,0,0,0,149,202,202
2012,Sudan,12.86281,30.21764,Eritrea,U / FI,88,0,148,47,0,0,2,49,187,187
2011,Sudan,12.86281,30.21764,Eritrea,U / FI,20,0,122,51,0,1,2,54,88,0
2000,Sudan,12.86281,30.21764,Eritrea,U / FI,0,0,121,1,0,120,0,121,0,0
2008,Sudan,12.86281,30.21764,Eritrea,U / FA,0,0,110,110,0,0,0,110,0,0
2006,Sudan,12.86281,30.21764,Eritrea,U / FA,88,0,88,72,0,1,79,152,24,24
2005,Sudan,12.86281,30.21764,Eritrea,U / FA,47,0,81,36,0,2,2,40,88,0
2003,Sudan,12.86281,30.21764,Eritrea,U / FI,23442,0,77,28,0,2,23442,23472,47,0
2013,Sudan,12.86281,30.21764,Eritrea,U / FI,187,187,69,59,0,0,0,59,197,197
2009,Sudan,12.86281,30.21764,Eritrea,U / FI,0,0,61,45,0,4,0,49,12,0
2010,Sudan,12.86281,30.21764,Eritrea,U / FI,12,0,51,42,0,0,0,42,21,0
2007,Sudan,12.86281,30.21764,Eritrea,U / FA,24,24,25,44,0,4,1,49,0,0
2014,Sudan,12.86281,30.21764,Eritrea,U / FI,*,*,16,*,0,0,*,*,17,17
2012,Sudan,12.86281,30.21764,Eritrea,U / FI,0,0,9,0,0,1,0,1,8,8
2013,Sudan,12.86281,30.21764,Eritrea,U / FI,8,8,3,0,0,0,7,7,4,4
2011,Sudan,12.86281,30.21764,Eritrea,U / FI,1,0,2,0,0,3,0,3,0,0
2004,Sudan,12.86281,30.21764,Eritrea,U / FA,47,0,0,0,0,0,0,,47,0
2009,Swaziland,-26.5225,31.46587,Eritrea,J / FA,0,2,2,0,0,0,0,,2,0
2013,Swaziland,-26.5225,31.46587,Eritrea,G / FI,1,1,2,0,0,0,0,,3,2
2012,Swaziland,-26.5225,31.46587,Eritrea,G / FI,0,0,1,0,0,0,0,,1,1
2014,Swaziland,-26.5225,31.46587,Eritrea,G / FI,*,*,0,0,0,0,*,*,*,0
2014,Sweden,60.12816,18.6435,Eritrea,G / FI,2000,0,11057,5131,125,8,1315,6579,6865,0
2013,Sweden,60.12816,18.6435,Eritrea,G / FI,945,0,4844,700,1828,35,109,2672,2000,0
2012,Sweden,60.12816,18.6435,Eritrea,G / FI,525,0,2356,199,1080,89,209,1577,945,0
2011,Sweden,60.12816,18.6435,Eritrea,G / FI,522,0,1647,174,1020,123,52,1369,525,0
2010,Sweden,60.12816,18.6435,Eritrea,G / FI,439,0,1443,156,745,73,38,1012,522,0
2009,Sweden,60.12816,18.6435,Eritrea,G / FI,489,0,1000,151,647,69,27,894,439,0
2007,Sweden,60.12816,18.6435,Eritrea,G / FI,589,0,878,98,391,286,167,942,684,0
2008,Sweden,60.12816,18.6435,Eritrea,G / FI,684,0,857,157,455,202,36,850,489,0
2003,Sweden,60.12816,18.6435,Eritrea,G / FI,247,0,641,2,23,231,19,275,603,0
2006,Sweden,60.12816,18.6435,Eritrea,G / FI,442,0,608,62,187,142,65,456,589,0
2014,Sweden,60.12816,18.6435,Eritrea,G / RA,121,0,475,*,0,0,7,9,194,0
2005,Sweden,60.12816,18.6435,Eritrea,G / FI,488,0,425,22,205,210,27,464,442,0
2004,Sweden,60.12816,18.6435,Eritrea,G / FI,603,0,395,16,65,382,17,480,488,0
2008,Sweden,60.12816,18.6435,Eritrea,G / AR,89,0,276,14,47,196,13,270,117,0
2002,Sweden,60.12816,18.6435,Eritrea,G / FI,0,0,266,4,21,110,3,138,247,0
2014,Sweden,60.12816,18.6435,Eritrea,G / AR,27,0,237,6,*,201,8,219,32,0
2013,Sweden,60.12816,18.6435,Eritrea,G / AR,41,0,178,8,36,184,24,252,27,0
2011,Sweden,60.12816,18.6435,Eritrea,G / AR,58,0,171,6,26,141,24,197,91,0
2010,Sweden,60.12816,18.6435,Eritrea,G / JR,59,0,157,14,21,153,32,220,58,0
2001,Sweden,60.12816,18.6435,Eritrea,G / FI,0,0,151,1,13,118,3,135,0,0
2000,Sweden,60.12816,18.6435,Eritrea,G / FI,0,0,127,2,25,41,1,69,0,0
2009,Sweden,60.12816,18.6435,Eritrea,G / AR,117,0,122,14,55,134,23,226,59,0
2000,Sweden,60.12816,18.6435,Eritrea,G / AR,0,0,0,0,6,4,0,10,0,0
2001,Sweden,60.12816,18.6435,Eritrea,G / AR,0,0,0,0,10,41,3,54,0,0
2002,Sweden,60.12816,18.6435,Eritrea,G / JR,0,0,0,0,0,0,0,,115,0
2002,Sweden,60.12816,18.6435,Eritrea,G / AR,0,0,0,6,6,78,2,92,10,0
2003,Sweden,60.12816,18.6435,Eritrea,G / AR,10,0,0,2,5,118,0,125,18,0
2003,Sweden,60.12816,18.6435,Eritrea,G / JR,115,0,0,0,0,0,0,,181,0
2004,Sweden,60.12816,18.6435,Eritrea,G / AR,199,0,0,4,30,245,16,295,241,0
2005,Sweden,60.12816,18.6435,Eritrea,G / AR,241,0,0,6,218,262,9,495,148,0
2007,Sweden,60.12816,18.6435,Eritrea,G / AR,72,0,0,21,27,146,14,208,89,0
2012,Sweden,60.12816,18.6435,Eritrea,G / AR,91,0,0,5,44,175,29,253,41,0
2014,Switzerland,46.81819,8.22751,Eritrea,G / FI,3560,0,6820,2272,1359,697,54,4382,6327,0
2012,Switzerland,46.81819,8.22751,Eritrea,G / FI,1234,0,4295,1332,214,24,540,2110,3694,0
2011,Switzerland,46.81819,8.22751,Eritrea,G / FI,1147,0,3225,2577,315,78,481,3451,1234,0
2008,Switzerland,46.81819,8.22751,Eritrea,G / FI,1808,0,2849,950,492,435,141,2018,3184,0
2013,Switzerland,46.81819,8.22751,Eritrea,G / FI,3694,0,2490,1883,534,58,372,2847,3560,0
2009,Switzerland,46.81819,8.22751,Eritrea,G / FI,3184,0,1724,1302,437,451,654,2844,2614,0
2010,Switzerland,46.81819,8.22751,Eritrea,G / FI,2614,0,1708,2160,736,100,470,3466,1147,0
2007,Switzerland,46.81819,8.22751,Eritrea,G / FI,922,0,1662,443,86,151,214,894,1808,0
2006,Switzerland,46.81819,8.22751,Eritrea,G / FI,132,0,1201,398,127,55,100,680,922,0
2013,Switzerland,46.81819,8.22751,Eritrea,G / AR,130,0,620,0,63,396,155,614,138,0
2012,Switzerland,46.81819,8.22751,Eritrea,G / AR,240,0,448,0,0,0,0,,70,0
2003,Switzerland,46.81819,8.22751,Eritrea,G / FI,175,0,235,0,28,170,83,281,166,0
2002,Switzerland,46.81819,8.22751,Eritrea,G / FI,68,0,203,1,20,80,17,118,175,0
2004,Switzerland,46.81819,8.22751,Eritrea,G / FI,169,0,180,5,0,218,48,271,110,0
2005,Switzerland,46.81819,8.22751,Eritrea,G / FI,110,0,159,12,69,150,20,251,132,0
2014,Switzerland,46.81819,8.22751,Eritrea,G / RA,0,0,103,0,0,0,0,,0,0
2010,Switzerland,46.81819,8.22751,Eritrea,G / RA,0,0,91,0,0,0,0,,0,0
2000,Switzerland,46.81819,8.22751,Eritrea,G / FI,147,0,82,0,334,41,8,383,180,0
2013,Switzerland,46.81819,8.22751,Eritrea,G / RA,0,0,73,0,0,0,0,,0,0
2001,Switzerland,46.81819,8.22751,Eritrea,G / FI,180,0,68,3,27,167,17,214,68,0
2000,Switzerland,46.81819,8.22751,Eritrea,G / CA,0,0,0,0,67,0,0,67,0,0
2001,Switzerland,46.81819,8.22751,Eritrea,G / CA,0,0,0,0,111,0,0,111,0,0
2002,Switzerland,46.81819,8.22751,Eritrea,G / CA,0,0,0,0,115,0,0,115,0,0
2003,Switzerland,46.81819,8.22751,Eritrea,G / CA,0,0,0,0,46,0,0,46,0,0
2004,Switzerland,46.81819,8.22751,Eritrea,G / CA,0,0,0,0,22,0,0,22,0,0
2008,Switzerland,46.81819,8.22751,Eritrea,G / FA,170,0,0,0,0,0,0,,65,0
2009,Switzerland,46.81819,8.22751,Eritrea,G / FA,65,0,0,0,0,0,0,,142,0
2010,Switzerland,46.81819,8.22751,Eritrea,G / TP,142,0,0,0,47,0,0,47,87,0
2011,Switzerland,46.81819,8.22751,Eritrea,G / TP,87,0,0,0,46,0,0,46,85,0
2014,Switzerland,46.81819,8.22751,Eritrea,G / AR,138,0,0,0,0,0,0,,138,0
2014,Syria,34.80208,38.99682,Eritrea,U / AR,*,*,0,*,0,0,0,*,*,*
2014,Syria,34.80208,38.99682,Eritrea,U / FI,*,*,0,0,0,0,*,*,*,*
2014,Syria,34.80208,38.99682,Eritrea,U / RA,*,*,0,0,0,*,*,*,*,*
2010,Syria,34.80208,38.99682,Eritrea,U / FI,20,20,30,17,0,1,13,31,19,19
2009,Syria,34.80208,38.99682,Eritrea,U / FI,10,0,25,15,0,0,0,15,20,0
2011,Syria,34.80208,38.99682,Eritrea,U / FI,19,19,15,12,0,4,5,21,13,13
2006,Syria,34.80208,38.99682,Eritrea,U / FI,32,0,12,6,0,0,0,6,38,0
2004,Syria,34.80208,38.99682,Eritrea,U / FA,6,0,11,3,0,1,0,4,13,0
2005,Syria,34.80208,38.99682,Eritrea,U / FA,13,0,10,0,0,9,0,9,25,0
2007,Syria,34.80208,38.99682,Eritrea,U / AR,1,0,9,0,0,2,0,2,8,0
2012,Syria,34.80208,38.99682,Eritrea,U / FI,13,13,8,2,0,3,11,16,5,5
2001,Syria,34.80208,38.99682,Eritrea,U / FI,8,8,4,2,0,3,1,6,6,6
2000,Syria,34.80208,38.99682,Eritrea,U / FI,26,0,3,3,0,12,2,17,12,0
2006,Syria,34.80208,38.99682,Eritrea,U / AR,8,0,3,3,0,0,0,3,8,0
2007,Syria,34.80208,38.99682,Eritrea,U / FI,47,0,3,0,0,1,0,1,49,0
2008,Syria,34.80208,38.99682,Eritrea,U / FI,49,0,3,9,0,0,33,42,10,0
2013,Syria,34.80208,38.99682,Eritrea,U / RA,0,0,2,0,0,0,0,,2,1
2002,Syria,34.80208,38.99682,Eritrea,U / FI,6,6,1,0,0,7,0,7,0,0
2003,Syria,34.80208,38.99682,Eritrea,U / FI,1,0,1,0,0,2,0,2,0,0
2009,Syria,34.80208,38.99682,Eritrea,U / RA,0,0,1,1,0,0,0,1,0,0
2011,Syria,34.80208,38.99682,Eritrea,U / AR,1,1,1,0,0,1,1,2,0,0
2012,Syria,34.80208,38.99682,Eritrea,U / AR,0,0,1,0,0,0,0,,1,1
2006,Syria,34.80208,38.99682,Eritrea,U / RA,5,0,0,0,0,0,5,5,0,0
2008,Syria,34.80208,38.99682,Eritrea,U / AR,8,0,0,0,0,1,3,4,4,0
2009,Syria,34.80208,38.99682,Eritrea,U / AR,4,0,0,1,0,0,1,2,2,0
2010,Syria,34.80208,38.99682,Eritrea,U / AR,2,2,0,0,0,0,1,1,1,1
2013,Syria,34.80208,38.99682,Eritrea,U / AR,1,1,0,0,0,0,0,,1,1
2013,Syria,34.80208,38.99682,Eritrea,U / FI,5,5,0,3,0,0,0,3,2,2
2011,Tanzania,-6.36903,34.88882,Eritrea,J / FI,0,0,13,13,0,0,0,13,0,0
2014,Thailand,15.87003,100.99254,Eritrea,U / FI,0,0,6,0,0,0,0,,6,6
2004,Thailand,15.87003,100.99254,Eritrea,U / FA,1,0,2,0,0,0,0,,3,0
2012,Thailand,15.87003,100.99254,Eritrea,U / FI,0,0,2,0,0,0,1,1,1,1
2003,Thailand,15.87003,100.99254,Eritrea,U / FA,1,0,1,1,0,0,0,1,1,0
2006,Thailand,15.87003,100.99254,Eritrea,U / FI,0,0,1,0,0,0,0,,1,0
2008,Thailand,15.87003,100.99254,Eritrea,U / FI,0,0,1,0,0,1,0,1,0,0
2008,Thailand,15.87003,100.99254,Eritrea,U / AR,0,0,1,0,0,1,0,1,0,0
2005,Thailand,15.87003,100.99254,Eritrea,U / FI,1,0,0,0,0,0,1,1,0,0
2005,Thailand,15.87003,100.99254,Eritrea,U / RA,2,0,0,0,0,2,0,2,0,0
2007,Thailand,15.87003,100.99254,Eritrea,U / FI,1,1,0,0,0,0,1,1,0,0
2013,Thailand,15.87003,100.99254,Eritrea,U / FI,1,1,0,1,0,0,0,1,0,0
2011,Tunisia,33.88692,9.5375,Eritrea,U / FA,0,0,1049,982,0,3,57,1042,7,7
2013,Tunisia,33.88692,9.5375,Eritrea,U / FI,0,0,112,17,0,0,23,40,72,72
2012,Tunisia,33.88692,9.5375,Eritrea,U / FI,3,3,40,43,0,0,0,43,0,0
2014,Tunisia,33.88692,9.5375,Eritrea,U / FI,72,72,26,42,0,6,46,94,*,*
2014,Tunisia,33.88692,9.5375,Eritrea,U / AR,0,0,10,0,0,8,0,8,*,*
2012,Tunisia,33.88692,9.5375,Eritrea,U / AR,2,0,0,1,0,1,0,2,0,0
2014,Turkey,38.96375,35.24332,Eritrea,U / AR,7,7,0,*,0,0,*,*,6,6
2014,Turkey,38.96375,35.24332,Eritrea,U / RA,0,0,0,0,0,0,0,,*,*
2014,Turkey,38.96375,35.24332,Eritrea,U / FI,87,87,102,18,0,*,34,54,135,135
2008,Turkey,38.96375,35.24332,Eritrea,U / FI,43,43,76,12,0,6,40,58,61,61
2013,Turkey,38.96375,35.24332,Eritrea,U / FI,32,32,76,3,0,6,12,21,87,87
2009,Turkey,38.96375,35.24332,Eritrea,U / FI,61,61,66,21,0,3,49,73,54,54
2006,Turkey,38.96375,35.24332,Eritrea,U / FI,11,11,57,4,0,6,0,10,58,58
2007,Turkey,38.96375,35.24332,Eritrea,U / FI,58,58,45,12,0,6,42,60,43,43
2010,Turkey,38.96375,35.24332,Eritrea,U / FI,54,54,33,23,0,6,28,57,30,30
2011,Turkey,38.96375,35.24332,Eritrea,U / FI,30,30,27,15,0,8,21,44,13,13
2012,Turkey,38.96375,35.24332,Eritrea,U / FI,13,13,27,4,0,0,4,8,32,32
2003,Turkey,38.96375,35.24332,Eritrea,U / FI,6,6,20,1,0,8,4,13,13,13
2004,Turkey,38.96375,35.24332,Eritrea,U / FI,13,13,18,0,0,14,0,14,17,17
2005,Turkey,38.96375,35.24332,Eritrea,U / FI,17,17,18,6,0,1,12,19,16,16
2011,Turkey,38.96375,35.24332,Eritrea,U / AR,5,5,12,2,0,0,6,8,9,9
2013,Turkey,38.96375,35.24332,Eritrea,U / AR,0,0,12,3,0,1,1,5,7,7
2002,Turkey,38.96375,35.24332,Eritrea,U / FI,0,0,11,2,0,1,2,5,6,6
2007,Turkey,38.96375,35.24332,Eritrea,U / AR,5,5,11,0,0,6,0,6,10,10
2008,Turkey,38.96375,35.24332,Eritrea,U / AR,10,10,9,4,0,0,11,15,4,3
2010,Turkey,38.96375,35.24332,Eritrea,U / AR,4,4,9,1,0,2,5,8,5,5
2006,Turkey,38.96375,35.24332,Eritrea,U / AR,5,5,6,6,0,0,0,6,5,5
2009,Turkey,38.96375,35.24332,Eritrea,U / AR,3,3,6,2,0,2,1,5,4,4
2006,Turkey,38.96375,35.24332,Eritrea,U / RA,0,0,4,0,0,0,0,,4,4
2001,Turkey,38.96375,35.24332,Eritrea,U / FI,1,1,3,0,0,1,3,4,0,0
2010,Turkey,38.96375,35.24332,Eritrea,U / RA,0,0,2,0,0,0,0,,2,2
2012,Turkey,38.96375,35.24332,Eritrea,U / RA,0,0,2,2,0,0,0,2,0,0
2012,Turkey,38.96375,35.24332,Eritrea,U / AR,9,9,2,2,0,0,9,11,0,0
2008,Turkey,38.96375,35.24332,Eritrea,U / RA,0,0,1,0,0,1,0,1,0,0
2009,Turkey,38.96375,35.24332,Eritrea,U / RA,0,0,1,1,0,0,0,1,0,0
2000,Turkey,38.96375,35.24332,Eritrea,U / FI,15,15,0,0,0,9,5,14,1,1
2007,Turkey,38.96375,35.24332,Eritrea,U / RA,4,4,0,0,0,0,4,4,0,0
2011,Turkey,38.96375,35.24332,Eritrea,U / RA,2,2,0,2,0,0,0,2,0,0
2014,Uganda,1.37333,32.29028,Eritrea,G / FA,4283,4283,3691,251,0,741,74,1066,6908,6908
2008,Uganda,1.37333,32.29028,Eritrea,G / FI,425,0,2573,1079,0,19,0,1098,1900,1900
2009,Uganda,1.37333,32.29028,Eritrea,G / FA,1900,1900,2138,2277,0,1,174,2452,1586,1586
2012,Uganda,1.37333,32.29028,Eritrea,G / FA,2877,2877,1652,22,0,193,0,215,4314,4314
2011,Uganda,1.37333,32.29028,Eritrea,G / FA,2433,2433,1275,5,0,826,0,831,2877,2877
2010,Uganda,1.37333,32.29028,Eritrea,G / FA,1586,1586,996,13,0,136,0,149,2433,2433
2013,Uganda,1.37333,32.29028,Eritrea,G / FA,4314,4314,979,90,0,800,120,1010,4283,4283
2007,Uganda,1.37333,32.29028,Eritrea,G / FI,425,0,233,200,0,33,0,233,425,0
2006,Uganda,1.37333,32.29028,Eritrea,G / FI,248,0,208,6,0,22,0,28,428,0
2004,Uganda,1.37333,32.29028,Eritrea,G / FI,23,0,125,2,0,5,2,9,139,0
2002,Uganda,1.37333,32.29028,Eritrea,G / FI,9,0,20,2,0,0,9,11,18,0
2003,Uganda,1.37333,32.29028,Eritrea,G / FI,18,0,17,7,0,1,4,12,23,0
2000,Uganda,1.37333,32.29028,Eritrea,G / FI,11,0,12,11,0,0,0,11,12,0
2001,Uganda,1.37333,32.29028,Eritrea,G / FI,12,0,6,0,0,0,9,9,9,0
2005,Uganda,1.37333,32.29028,Eritrea,G / FI,139,0,0,0,0,0,0,,139,0
2014,Ukraine,48.37943,31.16558,Eritrea,U / FI,0,0,0,*,0,0,0,*,0,0
2012,Ukraine,48.37943,31.16558,Eritrea,G / FI,0,0,28,2,3,13,3,21,7,6
2013,Ukraine,48.37943,31.16558,Eritrea,G / FI,7,6,28,1,6,14,3,24,11,11
2012,Ukraine,48.37943,31.16558,Eritrea,G / AR,6,6,12,0,0,1,2,3,15,11
2014,Ukraine,48.37943,31.16558,Eritrea,G / FI,11,11,12,*,*,5,*,11,12,12
2014,Ukraine,48.37943,31.16558,Eritrea,G / JR,17,17,7,*,0,0,*,*,21,17
2006,Ukraine,48.37943,31.16558,Eritrea,G / FI,0,0,4,0,0,1,2,3,1,1
2006,Ukraine,48.37943,31.16558,Eritrea,G / AR,1,1,4,0,0,0,0,,5,4
2011,Ukraine,48.37943,31.16558,Eritrea,G / JR,5,5,4,0,0,1,2,3,6,6
2000,Ukraine,48.37943,31.16558,Eritrea,G / FI,0,0,2,2,0,0,0,2,0,0
2004,Ukraine,48.37943,31.16558,Eritrea,G / AR,1,1,2,0,0,0,1,1,2,2
2005,Ukraine,48.37943,31.16558,Eritrea,G / FI,0,0,2,0,0,2,0,2,0,0
2007,Ukraine,48.37943,31.16558,Eritrea,G / FI,1,1,2,0,0,0,1,1,4,2
2008,Ukraine,48.37943,31.16558,Eritrea,G / AR,1,1,2,0,0,0,0,,3,1
2010,Ukraine,48.37943,31.16558,Eritrea,G / AR,3,1,2,0,0,0,0,,5,5
2011,Ukraine,48.37943,31.16558,Eritrea,G / FA,0,0,2,0,0,0,2,2,0,0
2013,Ukraine,48.37943,31.16558,Eritrea,G / AR,15,11,2,0,0,0,0,,17,17
2003,Ukraine,48.37943,31.16558,Eritrea,G / JR,0,0,1,0,0,0,0,,1,1
2003,Ukraine,48.37943,31.16558,Eritrea,G / FI,0,0,1,0,0,1,0,1,0,0
2004,Ukraine,48.37943,31.16558,Eritrea,U / FI,0,0,1,1,0,0,0,1,0,0
2004,Ukraine,48.37943,31.16558,Eritrea,G / FI,0,0,1,0,0,0,2,2,0,0
2005,Ukraine,48.37943,31.16558,Eritrea,G / JR,2,2,1,0,0,1,1,2,1,1
2008,Ukraine,48.37943,31.16558,Eritrea,U / FI,0,0,1,1,0,0,0,1,0,0
2012,Ukraine,48.37943,31.16558,Eritrea,U / FA,0,0,1,1,0,0,0,1,0,0
2013,Ukraine,48.37943,31.16558,Eritrea,U / FA,0,0,1,1,0,0,0,1,0,0
2007,Ukraine,48.37943,31.16558,Eritrea,G / AR,5,4,0,0,0,0,4,4,1,1
2008,Ukraine,48.37943,31.16558,Eritrea,G / FI,4,2,0,0,0,2,0,2,0,0
2009,Ukraine,48.37943,31.16558,Eritrea,G / AR,3,1,0,0,0,0,0,,3,1
2014,United Arab Emirates,23.42408,53.84782,Eritrea,U / FA,0,0,0,0,0,0,0,,*,*
2002,United Arab Emirates,23.42408,53.84782,Eritrea,U / FI,0,0,2,0,0,2,0,2,0,0
2010,United Arab Emirates,23.42408,53.84782,Eritrea,U / FA,0,0,2,2,0,0,0,2,0,0
2004,United Arab Emirates,23.42408,53.84782,Eritrea,U / FI,0,0,1,0,0,0,0,,1,0
2006,United Arab Emirates,23.42408,53.84782,Eritrea,U / FA,1,0,1,2,0,0,0,2,0,0
2007,United Arab Emirates,23.42408,53.84782,Eritrea,U / FA,0,0,1,0,0,0,0,,1,0
2005,United Arab Emirates,23.42408,53.84782,Eritrea,U / FI,1,0,0,0,0,0,0,,1,0
2008,United Arab Emirates,23.42408,53.84782,Eritrea,U / FA,1,0,0,1,0,0,0,1,0,0
2014,United Kingdom,55.37805,-3.43597,Eritrea,G / FI,800,0,3275,2184,13,199,163,2559,1660,0
2006,United Kingdom,55.37805,-3.43597,Eritrea,G / FI,0,0,2737,819,77,776,638,2310,0,0
2008,United Kingdom,55.37805,-3.43597,Eritrea,G / FI,0,0,2333,1212,65,313,544,2134,0,0
2007,United Kingdom,55.37805,-3.43597,Eritrea,G / FI,0,0,1905,1150,79,450,352,2031,0,0
2005,United Kingdom,55.37805,-3.43597,Eritrea,G / FI,0,0,1900,601,137,798,281,1817,0,0
2013,United Kingdom,55.37805,-3.43597,Eritrea,G / FI,375,0,1431,823,8,94,107,1032,800,0
2009,United Kingdom,55.37805,-3.43597,Eritrea,G / FI,0,0,1408,874,70,389,565,1898,0,0
2004,United Kingdom,55.37805,-3.43597,Eritrea,G / FI,0,0,1263,85,189,707,145,1126,0,0
2002,United Kingdom,55.37805,-3.43597,Eritrea,G / FI,0,0,1180,140,210,675,80,1105,0,0
2003,United Kingdom,55.37805,-3.43597,Eritrea,G / FI,0,0,1071,76,178,954,66,1274,0,0
2011,United Kingdom,55.37805,-3.43597,Eritrea,G / FI,313,0,827,643,34,171,121,969,319,0
2010,United Kingdom,55.37805,-3.43597,Eritrea,G / FI,0,0,772,565,34,252,195,1046,0,0
2012,United Kingdom,55.37805,-3.43597,Eritrea,G / FI,319,0,768,617,7,81,64,769,317,0
2001,United Kingdom,55.37805,-3.43597,Eritrea,G / FI,0,0,620,120,235,840,100,1295,0,0
2011,United Kingdom,55.37805,-3.43597,Eritrea,G / AR,140,0,202,102,0,106,11,219,127,0
2014,United Kingdom,55.37805,-3.43597,Eritrea,G / AR,0,0,173,49,0,59,6,114,0,0
2012,United Kingdom,55.37805,-3.43597,Eritrea,G / AR,127,0,92,48,0,51,7,106,58,0
2013,United Kingdom,55.37805,-3.43597,Eritrea,G / AR,0,0,88,27,0,43,6,76,0,0
2010,United Kingdom,55.37805,-3.43597,Eritrea,G / RA,0,0,42,2,1,2,5,10,0,0
2011,United Kingdom,55.37805,-3.43597,Eritrea,G / RA,0,0,37,2,0,1,2,5,0,0
2013,United Kingdom,55.37805,-3.43597,Eritrea,G / RA,0,0,28,1,1,1,7,10,0,0
2012,United Kingdom,55.37805,-3.43597,Eritrea,G / RA,0,0,19,0,0,0,3,3,0,0
2014,United Kingdom,55.37805,-3.43597,Eritrea,G / RA,0,0,10,*,5,0,0,6,0,0
2002,United Kingdom,55.37805,-3.43597,Eritrea,G / AR,0,0,0,275,0,390,40,705,0,0
2003,United Kingdom,55.37805,-3.43597,Eritrea,G / AR,0,0,0,500,0,960,60,1520,0,0
2004,United Kingdom,55.37805,-3.43597,Eritrea,G / AR,0,0,0,405,0,605,35,1045,0,0
2005,United Kingdom,55.37805,-3.43597,Eritrea,G / AR,0,0,0,475,0,625,55,1155,0,0
2006,United Kingdom,55.37805,-3.43597,Eritrea,G / AR,0,0,0,380,0,430,50,860,0,0
2007,United Kingdom,55.37805,-3.43597,Eritrea,G / AR,0,0,0,300,0,345,55,700,0,0
2008,United Kingdom,55.37805,-3.43597,Eritrea,G / AR,0,0,0,160,0,160,35,355,0,0
2009,United Kingdom,55.37805,-3.43597,Eritrea,G / AR,0,0,0,185,0,260,25,470,0,0
2011,United States,37.09024,-95.71289,Eritrea,G / EO,0,0,619,508,0,64,113,685,0,0
